,id,carat,cut,color,clarity,depth,table,price,x,y,z,price2
2882,2882,0.91,Fair,H,SI1,65.3,62.0,3278,6.11,6.01,3.96,3278000.0
2883,2883,0.84,Ideal,G,SI1,62.4,57.0,3279,6.06,6.03,3.77,3279000.0
2884,2884,1.01,Fair,I,SI1,65.5,58.0,3280,6.28,6.24,4.1,3280000.0
2885,2885,0.71,Very Good,G,VVS2,62.8,58.0,3281,5.69,5.75,3.59,3281000.0
2886,2886,0.71,Ideal,F,VS1,62.3,55.0,3281,5.74,5.76,3.58,3281000.0
2887,2887,0.93,Ideal,J,VS1,62.3,56.0,3281,6.26,6.22,3.89,3281000.0
2888,2888,0.82,Very Good,E,SI1,63.1,58.0,3282,5.95,6.0,3.77,3282000.0
2889,2889,0.9,Good,H,SI1,66.1,57.0,3282,5.94,5.99,3.94,3282000.0
2890,2890,0.9,Fair,H,SI1,61.4,61.0,3282,6.08,6.14,3.75,3282000.0
2891,2891,0.91,Premium,I,VS2,63.0,58.0,3282,6.15,6.07,3.85,3282000.0
2892,2892,0.91,Very Good,G,SI2,63.2,61.0,3282,6.27,6.01,3.88,3282000.0
2893,2893,0.92,Fair,F,SI2,65.3,58.0,3282,6.08,6.04,3.96,3282000.0
2894,2894,0.92,Good,F,SI2,64.2,58.0,3282,6.14,6.11,3.93,3282000.0
2895,2895,0.91,Good,G,SI2,63.6,59.0,3282,6.15,6.11,3.9,3282000.0
2896,2896,0.91,Very Good,G,SI2,63.3,57.0,3282,6.12,6.08,3.86,3282000.0
2897,2897,0.92,Fair,F,SI2,65.1,58.0,3282,6.12,6.07,3.97,3282000.0
2898,2898,0.92,Premium,F,SI2,58.1,58.0,3282,6.46,6.41,3.74,3282000.0
2899,2899,0.92,Premium,F,SI2,58.9,59.0,3282,6.38,6.35,3.75,3282000.0
2900,2900,0.8,Very Good,F,VS2,63.3,59.8,3283,5.79,5.83,3.68,3283000.0
2901,2901,0.84,Ideal,I,VS1,62.3,59.0,3283,5.99,6.04,3.75,3283000.0
2902,2902,0.72,Ideal,E,VS1,62.6,57.0,3283,5.69,5.72,3.57,3283000.0
2903,2903,0.72,Ideal,E,VS1,61.9,55.0,3283,5.74,5.77,3.56,3283000.0
2904,2904,0.72,Ideal,H,IF,62.1,58.0,3283,5.72,5.75,3.56,3283000.0
2905,2905,0.8,Good,F,VS2,60.5,62.3,3283,5.97,6.01,3.62,3283000.0
2906,2906,0.8,Good,G,VS1,63.2,60.1,3283,5.77,5.85,3.67,3283000.0
2907,2907,0.52,Ideal,D,VVS2,61.5,55.0,3284,5.19,5.22,3.2,3284000.0
2908,2908,0.71,Ideal,F,VS1,60.4,57.0,3284,5.78,5.81,3.5,3284000.0
2909,2909,0.86,Ideal,D,SI2,60.2,56.0,3284,6.16,6.19,3.72,3284000.0
2910,2910,0.89,Good,E,SI2,61.6,60.9,3284,6.13,6.24,3.82,3284000.0
2911,2911,0.74,Premium,E,VS2,62.7,58.0,3285,5.72,5.77,3.6,3285000.0
2912,2912,0.8,Premium,F,VS2,62.4,59.0,3285,5.92,5.85,3.67,3285000.0
2913,2913,0.94,Fair,H,SI1,68.4,53.0,3285,6.05,5.97,4.11,3285000.0
2914,2914,0.8,Premium,F,VS2,59.7,58.0,3285,6.02,5.97,3.58,3285000.0
2915,2915,1.04,Good,J,VS2,58.2,64.0,3285,6.64,6.53,3.85,3285000.0
2916,2916,0.96,Very Good,I,SI2,62.7,58.0,3286,6.2,6.24,3.9,3286000.0
2917,2917,0.91,Good,G,SI1,64.3,60.0,3286,6.12,6.04,3.91,3286000.0
2918,2918,0.91,Very Good,G,SI2,62.1,55.0,3287,6.16,6.21,3.84,3287000.0
2919,2919,0.74,Ideal,H,VVS1,62.5,55.0,3287,5.76,5.79,3.61,3287000.0
2920,2920,0.7,Ideal,D,VS1,62.5,57.0,3287,5.64,5.68,3.54,3287000.0
2921,2921,0.7,Ideal,D,VS1,62.6,58.0,3287,5.64,5.67,3.54,3287000.0
2922,2922,0.91,Good,I,VS2,64.2,55.0,3287,6.13,6.09,3.92,3287000.0
2923,2923,1.03,Premium,I,SI1,58.4,60.0,3288,6.6,6.58,3.85,3288000.0
2924,2924,0.73,Very Good,G,VVS2,61.4,58.0,3288,5.83,5.86,3.59,3288000.0
2925,2925,1.01,Very Good,G,I1,62.4,59.0,3288,6.35,6.41,3.98,3288000.0
2926,2926,0.9,Fair,I,VVS2,60.9,66.0,3288,6.1,6.12,3.72,3288000.0
2927,2927,1.03,Very Good,H,SI2,63.1,56.0,3288,6.43,6.38,4.04,3288000.0
2928,2928,0.91,Very Good,J,VS2,61.6,59.0,3290,6.13,6.25,3.81,3290000.0
2929,2929,0.9,Good,H,SI1,64.2,59.0,3290,6.05,6.01,3.87,3290000.0
2930,2930,0.83,Ideal,F,SI1,60.7,57.0,3290,6.02,6.1,3.68,3290000.0
2931,2931,0.71,Ideal,H,IF,61.1,56.0,3290,5.74,5.78,3.52,3290000.0
2932,2932,0.71,Ideal,H,IF,61.6,55.0,3290,5.75,5.78,3.55,3290000.0
2933,2933,0.91,Good,J,VS2,61.3,61.0,3290,6.18,6.25,3.81,3290000.0
2934,2934,1.02,Fair,I,SI2,66.2,57.0,3290,6.34,6.26,4.17,3290000.0
2935,2935,0.77,Premium,E,VS2,60.5,59.0,3291,5.92,5.98,3.6,3291000.0
2936,2936,0.77,Good,E,VS2,63.4,57.0,3291,5.8,5.84,3.69,3291000.0
2937,2937,0.77,Premium,D,VS2,61.8,58.0,3291,5.84,5.81,3.6,3291000.0
2938,2938,0.9,Premium,I,VS2,63.0,59.0,3292,6.1,6.06,3.83,3292000.0
2939,2939,0.9,Premium,I,VS2,62.6,62.0,3292,6.13,6.04,3.81,3292000.0
2940,2940,0.86,Very Good,G,SI1,62.9,55.0,3293,6.04,6.08,3.81,3293000.0
2941,2941,1.0,Very Good,J,SI2,62.8,63.0,3293,6.26,6.19,3.19,3293000.0
2942,2942,0.8,Very Good,E,SI1,63.1,57.0,3293,5.94,5.86,3.72,3293000.0
2943,2943,1.0,Very Good,J,SI2,63.2,62.0,3293,6.32,6.27,3.98,3293000.0
2944,2944,0.8,Ideal,F,SI1,60.1,60.0,3293,5.98,6.03,3.61,3293000.0
2945,2945,1.05,Premium,E,I1,62.2,61.0,3293,6.51,6.48,4.04,3293000.0
2946,2946,1.0,Premium,J,SI2,62.7,58.0,3293,6.32,6.28,3.95,3293000.0
2947,2947,0.76,Ideal,D,VS2,60.2,56.0,3293,5.95,5.92,3.57,3293000.0
2948,2948,1.01,Fair,E,SI2,64.6,59.0,3294,6.22,6.18,4.01,3294000.0
2949,2949,0.72,Ideal,F,VS1,61.1,56.0,3294,5.79,5.76,3.53,3294000.0
2950,2950,0.7,Premium,E,VVS1,61.7,59.0,3294,5.71,5.67,3.51,3294000.0
2951,2951,0.74,Premium,D,VS2,58.0,59.0,3294,6.0,5.93,3.46,3294000.0
2952,2952,0.9,Very Good,H,SI2,62.1,56.0,3295,6.13,6.23,3.84,3295000.0
2953,2953,0.7,Very Good,E,VVS2,60.7,56.0,3295,5.77,5.82,3.52,3295000.0
2954,2954,0.83,Very Good,E,SI1,63.8,54.0,3295,5.96,6.04,3.83,3295000.0
2955,2955,0.72,Ideal,G,VVS2,61.0,56.0,3295,5.8,5.84,3.55,3295000.0
2956,2956,0.82,Premium,E,SI1,62.5,56.0,3295,6.01,5.96,3.74,3295000.0
2957,2957,1.01,Premium,J,VS2,62.4,60.0,3296,6.45,6.35,3.99,3296000.0
2958,2958,0.8,Ideal,H,VS1,62.6,55.0,3296,5.9,5.93,3.7,3296000.0
2959,2959,0.7,Fair,D,VVS2,58.5,62.0,3296,5.72,5.81,3.37,3296000.0
2960,2960,1.07,Very Good,H,SI2,61.8,63.0,3296,6.57,6.47,4.03,3296000.0
2961,2961,0.91,Ideal,J,VS1,60.7,57.0,3296,6.26,6.23,3.79,3296000.0
2962,2962,1.07,Premium,G,SI2,62.5,59.0,3296,6.5,6.47,4.05,3296000.0
2963,2963,0.8,Ideal,E,SI1,62.0,57.0,3297,5.97,5.94,3.69,3297000.0
2964,2964,0.8,Premium,E,SI1,61.5,58.0,3297,5.97,5.93,3.66,3297000.0
2965,2965,1.01,Premium,F,SI2,60.9,60.0,3297,6.45,6.42,3.91,3297000.0
2966,2966,1.02,Good,J,SI2,63.1,58.0,3298,6.34,6.38,4.01,3298000.0
2967,2967,0.91,Very Good,D,SI2,62.7,59.0,3298,6.16,6.22,3.88,3298000.0
2968,2968,0.78,Good,D,VS2,64.0,54.0,3298,5.82,5.86,3.74,3298000.0
2969,2969,0.78,Very Good,D,VS2,58.5,56.0,3298,6.08,6.12,3.57,3298000.0
2970,2970,0.7,Ideal,I,VS2,61.9,57.0,3298,5.68,5.73,3.53,3298000.0
2971,2971,0.91,Very Good,J,VS2,62.6,55.0,3299,6.17,6.19,3.87,3299000.0
2972,2972,1.01,Very Good,I,SI2,61.5,62.0,3299,6.37,6.41,3.93,3299000.0
2973,2973,0.62,Ideal,F,VVS2,61.4,56.0,3299,5.46,5.5,3.37,3299000.0
2974,2974,0.91,Ideal,J,VS2,61.9,58.0,3299,6.18,6.22,3.84,3299000.0
2975,2975,0.71,Ideal,G,VS2,61.8,56.0,3299,5.68,5.72,3.52,3299000.0
2976,2976,0.71,Ideal,G,VS2,61.8,56.0,3299,5.73,5.76,3.55,3299000.0
2977,2977,0.71,Ideal,G,VS2,61.8,56.0,3299,5.72,5.75,3.55,3299000.0
2978,2978,0.71,Ideal,D,VS2,61.5,55.0,3299,5.75,5.79,3.55,3299000.0
2979,2979,1.05,Ideal,G,SI2,59.6,57.0,3299,6.58,6.53,3.91,3299000.0
2980,2980,0.77,Premium,G,VVS2,60.8,59.0,3299,5.96,5.92,3.61,3299000.0
2981,2981,0.96,Fair,G,SI1,69.7,59.0,3299,6.09,5.9,4.18,3299000.0
2982,2982,1.0,Very Good,E,I1,63.0,57.0,3300,6.32,6.35,3.99,3300000.0
2983,2983,0.7,Premium,F,VVS1,62.4,56.0,3300,5.69,5.63,3.53,3300000.0
2984,2984,0.77,Ideal,G,VS2,61.8,54.0,3300,5.91,5.94,3.66,3300000.0
2985,2985,0.7,Ideal,G,VS1,60.8,56.0,3300,5.73,5.8,3.51,3300000.0
2986,2986,0.9,Very Good,H,SI2,61.7,60.0,3301,6.17,6.24,3.83,3301000.0
2987,2987,0.72,Ideal,E,VS2,60.9,56.0,3301,5.81,5.84,3.55,3301000.0
2988,2988,0.71,Ideal,E,VS2,61.8,57.0,3301,5.69,5.74,3.53,3301000.0
2989,2989,0.73,Ideal,H,IF,62.2,54.0,3301,5.76,5.82,3.6,3301000.0
2990,2990,0.91,Good,H,VS2,56.9,61.0,3302,6.41,6.24,3.6,3302000.0
2991,2991,1.08,Fair,J,SI2,64.9,60.0,3302,6.46,6.32,4.15,3302000.0
2992,2992,0.9,Very Good,G,SI2,62.1,58.0,3303,6.08,6.13,3.79,3303000.0
2993,2993,0.9,Premium,G,SI2,61.1,58.0,3303,6.18,6.22,3.79,3303000.0
2994,2994,0.9,Good,I,VS2,63.8,55.0,3303,6.07,6.16,3.9,3303000.0
2995,2995,0.9,Good,G,SI2,63.8,59.0,3303,6.02,6.05,3.85,3303000.0
2996,2996,0.9,Good,I,VS2,63.7,61.0,3303,6.06,6.1,3.87,3303000.0
2997,2997,0.9,Good,G,SI2,63.4,59.0,3303,6.04,6.08,3.84,3303000.0
2998,2998,0.9,Very Good,G,SI2,59.2,57.0,3303,6.3,6.36,3.75,3303000.0
2999,2999,0.9,Good,G,SI2,63.8,56.0,3303,6.13,6.16,3.92,3303000.0
3000,3000,0.7,Ideal,G,VVS1,60.7,57.0,3303,5.73,5.76,3.49,3303000.0
3001,3001,0.77,Ideal,E,VS2,61.0,56.0,3303,5.91,5.96,3.62,3303000.0
3002,3002,0.81,Ideal,F,SI2,62.1,56.0,3303,5.95,6.0,3.71,3303000.0
3003,3003,0.71,Ideal,E,VS2,62.1,55.0,3304,5.72,5.75,3.56,3304000.0
3004,3004,0.71,Ideal,E,VS2,62.0,56.0,3304,5.72,5.75,3.55,3304000.0
3005,3005,0.72,Ideal,E,VS2,60.8,56.0,3304,5.81,5.84,3.54,3304000.0
3006,3006,0.71,Ideal,E,VS2,62.5,56.0,3304,5.69,5.71,3.56,3304000.0
3007,3007,0.76,Good,G,IF,64.6,61.0,3304,5.72,5.8,3.72,3304000.0
3008,3008,1.0,Fair,D,SI2,64.8,60.0,3304,6.23,6.18,4.02,3304000.0
3009,3009,1.0,Fair,G,SI1,65.8,55.0,3304,6.22,6.19,4.08,3304000.0
3010,3010,1.0,Very Good,D,SI2,63.4,58.0,3304,6.33,6.3,4.01,3304000.0
3011,3011,1.0,Good,D,SI2,64.0,54.0,3304,6.29,6.24,4.01,3304000.0
3012,3012,0.82,Ideal,E,VS1,60.0,55.0,3306,6.18,6.08,3.68,3306000.0
3013,3013,0.76,Ideal,D,VS2,61.8,57.0,3306,5.85,5.9,3.63,3306000.0
3014,3014,0.76,Ideal,D,SI1,62.0,57.0,3306,5.88,5.92,3.66,3306000.0
3015,3015,0.53,Very Good,D,VVS1,61.2,55.0,3307,5.21,5.26,3.21,3307000.0
3016,3016,0.73,Very Good,E,VS2,61.5,58.0,3307,5.71,5.8,3.54,3307000.0
3017,3017,0.9,Good,G,SI1,64.2,58.0,3307,6.01,6.04,3.87,3307000.0
3018,3018,0.71,Ideal,G,VVS2,61.7,57.0,3307,5.72,5.74,3.53,3307000.0
3019,3019,0.71,Ideal,G,VVS2,61.3,56.0,3307,5.75,5.77,3.53,3307000.0
3020,3020,0.73,Ideal,G,VS2,60.9,57.0,3307,5.8,5.86,3.55,3307000.0
3021,3021,0.9,Very Good,I,SI1,62.3,56.0,3308,6.12,6.18,3.83,3308000.0
3022,3022,0.9,Ideal,I,SI1,60.8,57.0,3308,6.22,6.25,3.79,3308000.0
3023,3023,0.73,Premium,D,VS2,59.8,58.0,3308,5.85,5.89,3.51,3308000.0
3024,3024,0.81,Very Good,F,SI1,62.2,56.0,3308,5.97,5.99,3.72,3308000.0
3025,3025,0.66,Very Good,E,VVS1,61.8,55.0,3309,5.6,5.66,3.48,3309000.0
3026,3026,0.77,Ideal,D,SI1,60.8,57.0,3309,5.9,5.94,3.6,3309000.0
3027,3027,0.7,Ideal,E,VS1,62.2,58.0,3309,5.67,5.71,3.54,3309000.0
3028,3028,0.7,Ideal,H,IF,61.3,59.0,3309,5.69,5.72,3.5,3309000.0
3029,3029,1.01,Very Good,I,SI2,63.2,58.0,3309,6.34,6.31,4.0,3309000.0
3030,3030,0.31,Ideal,D,SI1,62.2,54.0,565,4.36,4.39,2.72,565000.0
3031,3031,0.31,Ideal,D,SI1,61.3,55.0,565,4.36,4.41,2.69,565000.0
3032,3032,0.26,Very Good,H,VVS2,63.4,55.0,565,4.06,4.05,2.57,565000.0
3033,3033,0.26,Premium,H,VVS2,59.8,61.0,565,4.18,4.15,2.49,565000.0
3034,3034,0.41,Good,J,VS2,64.0,59.0,565,4.64,4.71,2.99,565000.0
3035,3035,0.31,Ideal,G,VVS2,62.2,55.0,565,4.32,4.36,2.7,565000.0
3036,3036,0.3,Good,G,VS1,63.4,55.0,565,4.26,4.32,2.72,565000.0
3037,3037,0.3,Good,G,VS1,63.5,58.0,565,4.21,4.26,2.69,565000.0
3038,3038,0.3,Good,F,VS2,63.4,59.0,565,4.23,4.25,2.69,565000.0
3039,3039,0.3,Very Good,G,VS1,60.2,62.0,565,4.3,4.31,2.59,565000.0
3040,3040,0.3,Good,G,VS1,63.3,56.0,565,4.28,4.31,2.72,565000.0
3041,3041,0.3,Very Good,G,VS1,62.0,60.0,565,4.27,4.31,2.66,565000.0
3042,3042,0.3,Ideal,F,VS2,62.4,57.0,565,4.29,4.33,2.69,565000.0
3043,3043,0.3,Very Good,G,VS1,60.8,61.0,565,4.31,4.34,2.63,565000.0
3044,3044,0.27,Very Good,G,VVS1,60.1,58.0,566,4.21,4.23,2.53,566000.0
3045,3045,0.27,Very Good,G,VVS1,62.9,55.0,566,4.12,4.15,2.6,566000.0
3046,3046,0.27,Very Good,G,VVS1,62.5,56.0,566,4.14,4.16,2.59,566000.0
3047,3047,0.27,Very Good,G,VVS1,61.0,56.0,566,4.21,4.25,2.57,566000.0
3048,3048,0.27,Very Good,G,VVS1,62.9,55.0,566,4.13,4.15,2.6,566000.0
3049,3049,0.27,Very Good,G,IF,60.8,57.0,566,4.2,4.22,2.56,566000.0
3050,3050,0.27,Ideal,G,VVS2,60.8,57.0,566,4.18,4.2,2.54,566000.0
3051,3051,0.38,Ideal,G,SI2,62.8,57.0,566,4.58,4.59,2.88,566000.0
3052,3052,0.27,Ideal,H,IF,61.6,56.0,566,4.18,4.21,2.58,566000.0
3053,3053,0.27,Ideal,G,IF,61.6,57.0,566,4.18,4.21,2.58,566000.0
3054,3054,0.35,Premium,H,SI2,61.6,58.0,566,4.54,4.49,2.78,566000.0
3055,3055,0.34,Premium,F,SI1,59.3,60.0,566,4.52,4.58,2.7,566000.0
3056,3056,0.34,Very Good,F,SI1,59.4,62.0,566,4.54,4.59,2.71,566000.0
3057,3057,0.34,Very Good,F,SI1,63.0,54.0,566,4.48,4.5,2.83,566000.0
3058,3058,0.38,Very Good,J,VS2,60.5,60.0,566,4.64,4.68,2.82,566000.0
3059,3059,0.34,Premium,F,SI1,59.8,58.0,566,4.53,4.57,2.72,566000.0
3060,3060,0.7,Good,F,VVS1,63.3,56.0,3310,5.64,5.7,3.59,3310000.0
3061,3061,0.73,Ideal,E,VS2,61.5,56.0,3310,5.79,5.82,3.57,3310000.0
3062,3062,0.62,Ideal,G,IF,61.8,56.0,3310,5.45,5.48,3.38,3310000.0
3063,3063,0.76,Premium,H,VVS1,60.7,58.0,3311,5.9,5.93,3.59,3311000.0
3064,3064,0.73,Ideal,E,VS1,62.3,56.0,3311,5.8,5.75,3.6,3311000.0
3065,3065,0.73,Premium,E,VS1,61.2,58.0,3311,5.83,5.77,3.55,3311000.0
3066,3066,0.81,Premium,G,VS1,62.1,58.0,3311,5.96,5.92,3.69,3311000.0
3067,3067,0.81,Premium,F,SI1,61.6,58.0,3311,5.96,5.92,3.66,3311000.0
3068,3068,0.73,Premium,E,VS1,60.9,61.0,3311,5.81,5.79,3.53,3311000.0
3069,3069,0.8,Premium,D,SI1,62.7,59.0,3312,5.89,5.85,3.68,3312000.0
3070,3070,0.7,Good,D,VVS2,63.6,57.0,3312,5.61,5.58,3.56,3312000.0
3071,3071,0.8,Premium,D,SI1,61.7,58.0,3312,5.96,5.93,3.67,3312000.0
3072,3072,0.84,Good,G,VS2,63.6,59.0,3312,5.94,5.89,3.76,3312000.0
3073,3073,0.9,Premium,D,SI2,58.1,60.0,3312,6.26,6.24,3.63,3312000.0
3074,3074,0.96,Good,J,VS2,63.9,58.0,3312,6.27,6.21,3.99,3312000.0
3075,3075,1.24,Ideal,I,SI2,62.5,57.0,3312,6.89,6.84,4.29,3312000.0
3076,3076,0.9,Premium,D,SI2,62.5,59.0,3312,6.18,6.13,3.85,3312000.0
3077,3077,0.74,Premium,E,VS1,61.2,58.0,3312,5.88,5.82,3.58,3312000.0
3078,3078,0.7,Good,D,VVS2,63.7,55.0,3312,5.66,5.61,3.59,3312000.0
3079,3079,0.9,Premium,D,SI2,61.0,61.0,3312,6.17,6.15,3.76,3312000.0
3080,3080,1.24,Ideal,J,SI1,62.3,57.0,3312,6.86,6.81,4.26,3312000.0
3081,3081,0.57,Ideal,F,VVS1,61.3,56.0,3313,5.37,5.4,3.3,3313000.0
3082,3082,1.02,Premium,H,SI2,58.3,59.0,3313,6.61,6.57,3.84,3313000.0
3083,3083,0.95,Very Good,J,VS2,63.5,56.0,3314,6.24,6.27,3.97,3314000.0
3084,3084,0.81,Very Good,H,VS1,62.2,57.0,3314,5.91,5.94,3.69,3314000.0
3085,3085,0.75,Very Good,E,VS1,61.5,54.0,3314,5.88,5.82,3.6,3314000.0
3086,3086,0.83,Ideal,I,SI1,61.9,57.0,3314,5.96,6.02,3.71,3314000.0
3087,3087,0.74,Ideal,E,VS2,61.7,56.0,3315,5.86,5.81,3.6,3315000.0
3088,3088,0.84,Good,G,VS1,63.6,57.0,3316,5.98,5.93,3.79,3316000.0
3089,3089,0.71,Ideal,D,SI1,62.3,56.0,3316,5.72,5.7,3.56,3316000.0
3090,3090,0.93,Premium,F,SI2,61.3,62.0,3317,6.26,6.17,3.81,3317000.0
3091,3091,0.77,Very Good,E,VS1,62.0,56.0,3318,5.88,5.92,3.66,3318000.0
3092,3092,0.9,Good,F,SI2,63.2,56.0,3318,6.15,6.2,3.9,3318000.0
3093,3093,0.9,Good,F,SI2,63.2,58.0,3318,6.09,6.12,3.86,3318000.0
3094,3094,0.79,Ideal,E,VS2,59.3,57.0,3318,6.06,6.02,3.58,3318000.0
3095,3095,0.92,Premium,G,SI2,62.3,59.0,3318,6.2,6.15,3.85,3318000.0
3096,3096,0.73,Ideal,D,VS2,61.8,54.0,3319,5.89,5.92,3.65,3319000.0
3097,3097,0.7,Ideal,F,VS1,61.5,55.0,3319,5.73,5.75,3.53,3319000.0
3098,3098,1.02,Ideal,G,I1,61.5,56.0,3321,6.46,6.49,3.98,3321000.0
3099,3099,0.52,Ideal,D,VVS1,60.9,56.0,3321,5.2,5.24,3.18,3321000.0
3100,3100,0.71,Ideal,D,VS2,62.1,56.0,3321,5.71,5.75,3.56,3321000.0
3101,3101,0.71,Ideal,D,VS2,61.2,57.0,3321,5.73,5.77,3.52,3321000.0
3102,3102,0.77,Ideal,F,SI1,61.5,55.0,3321,5.88,5.92,3.63,3321000.0
3103,3103,1.06,Ideal,G,SI2,61.0,56.0,3321,6.62,6.56,4.02,3321000.0
3104,3104,0.83,Very Good,F,SI1,61.9,58.0,3322,5.97,6.01,3.71,3322000.0
3105,3105,0.72,Ideal,D,SI1,62.2,56.0,3322,5.77,5.74,3.58,3322000.0
3106,3106,0.86,Premium,E,SI1,61.9,61.0,3323,6.07,5.99,3.73,3323000.0
3107,3107,0.69,Very Good,G,VVS1,60.8,55.0,3323,5.74,5.77,3.5,3323000.0
3108,3108,0.71,Very Good,F,VS2,63.0,54.0,3323,5.7,5.72,3.6,3323000.0
3109,3109,0.74,Very Good,E,VS2,62.8,58.0,3323,5.73,5.76,3.61,3323000.0
3110,3110,0.53,Ideal,E,VVS1,61.5,54.0,3323,5.23,5.25,3.22,3323000.0
3111,3111,0.81,Fair,G,VVS2,64.8,56.2,3323,5.82,5.98,3.82,3323000.0
3112,3112,0.92,Very Good,I,SI1,63.3,58.0,3323,6.18,6.14,3.9,3323000.0
3113,3113,0.92,Ideal,I,SI1,61.8,57.0,3323,6.27,6.25,3.87,3323000.0
3114,3114,0.91,Good,H,SI1,63.8,56.0,3323,6.09,6.04,3.87,3323000.0
3115,3115,0.92,Fair,F,SI1,66.0,57.0,3323,6.04,5.99,3.97,3323000.0
3116,3116,0.81,Good,D,SI1,64.1,54.0,3324,5.92,5.96,3.81,3324000.0
3117,3117,0.9,Very Good,H,SI2,62.0,58.0,3324,6.11,6.12,3.79,3324000.0
3118,3118,0.79,Ideal,H,VVS2,62.0,55.9,3324,5.88,5.95,3.67,3324000.0
3119,3119,0.7,Ideal,H,VVS2,61.8,55.0,3325,5.69,5.74,3.53,3325000.0
3120,3120,0.7,Ideal,H,VVS2,61.0,56.0,3325,5.75,5.78,3.52,3325000.0
3121,3121,0.7,Ideal,H,VVS2,60.9,56.0,3325,5.76,5.79,3.52,3325000.0
3122,3122,0.78,Ideal,G,VS2,62.6,57.0,3325,5.87,5.91,3.69,3325000.0
3123,3123,0.96,Ideal,J,VS2,61.5,57.0,3326,6.32,6.36,3.9,3326000.0
3124,3124,0.9,Premium,H,SI2,62.1,59.0,3326,6.13,6.04,3.78,3326000.0
3125,3125,0.78,Ideal,D,SI1,61.2,58.0,3326,5.92,5.95,3.63,3326000.0
3126,3126,0.9,Fair,F,SI1,65.3,61.0,3326,6.0,5.95,3.9,3326000.0
3127,3127,0.9,Premium,H,SI2,59.2,60.0,3326,6.3,6.24,3.71,3326000.0
3128,3128,0.72,Ideal,G,VVS1,61.7,55.0,3326,5.8,5.77,3.57,3326000.0
3129,3129,0.9,Premium,G,SI1,60.1,59.0,3326,6.25,6.2,3.74,3326000.0
3130,3130,0.9,Premium,G,SI2,59.5,61.0,3326,6.33,6.28,3.75,3326000.0
3131,3131,0.73,Ideal,E,VS1,62.8,57.0,3327,5.75,5.78,3.62,3327000.0
3132,3132,0.79,Ideal,D,SI1,61.3,54.0,3328,5.96,6.01,3.67,3328000.0
3133,3133,0.73,Ideal,E,VS2,62.2,56.0,3328,5.76,5.78,3.59,3328000.0
3134,3134,0.74,Very Good,G,VVS1,63.2,56.0,3328,5.74,5.72,3.62,3328000.0
3135,3135,0.82,Ideal,E,SI2,60.9,56.0,3328,6.06,6.12,3.71,3328000.0
3136,3136,0.88,Ideal,I,SI1,61.7,56.0,3328,6.14,6.18,3.8,3328000.0
3137,3137,1.27,Ideal,I,I1,62.3,56.0,3328,6.91,6.86,4.29,3328000.0
3138,3138,0.88,Ideal,E,SI2,62.2,57.0,3329,6.08,6.2,3.82,3329000.0
3139,3139,0.72,Ideal,F,VS1,62.5,54.0,3330,5.73,5.76,3.59,3330000.0
3140,3140,0.7,Ideal,E,SI1,61.9,56.0,3330,5.7,5.73,3.54,3330000.0
3141,3141,0.7,Ideal,E,SI1,61.1,56.0,3330,5.75,5.78,3.52,3330000.0
3142,3142,0.7,Ideal,E,SI1,61.6,56.0,3330,5.7,5.72,3.52,3330000.0
3143,3143,0.71,Very Good,F,VVS2,63.6,56.0,3332,5.65,5.7,3.61,3332000.0
3144,3144,0.71,Very Good,D,VS1,64.1,57.0,3332,5.64,5.66,3.62,3332000.0
3145,3145,0.71,Ideal,G,VVS1,61.4,59.0,3332,5.7,5.76,3.52,3332000.0
3146,3146,0.77,Ideal,H,VS2,60.9,56.0,3332,5.89,5.94,3.61,3332000.0
3147,3147,0.71,Ideal,E,VS1,61.8,55.0,3332,5.72,5.77,3.55,3332000.0
3148,3148,0.9,Fair,E,SI1,65.0,61.0,3332,6.05,6.02,3.92,3332000.0
3149,3149,0.9,Good,E,SI1,63.8,61.0,3332,6.08,6.05,3.87,3332000.0
3150,3150,0.92,Ideal,J,VS1,62.4,56.0,3332,6.23,6.19,3.88,3332000.0
3151,3151,0.98,Fair,G,SI2,66.6,56.0,3332,6.12,6.02,4.04,3332000.0
3152,3152,0.6,Very Good,F,VVS1,61.2,58.0,3333,5.42,5.46,3.33,3333000.0
3153,3153,0.71,Very Good,D,VS1,62.5,58.0,3333,5.68,5.71,3.56,3333000.0
3154,3154,0.93,Premium,F,SI2,60.0,60.0,3333,6.36,6.31,3.8,3333000.0
3155,3155,0.9,Very Good,I,VS2,58.4,62.0,3334,6.29,6.35,3.69,3334000.0
3156,3156,0.9,Very Good,I,VS2,58.4,62.0,3334,6.29,6.35,3.69,3334000.0
3157,3157,0.78,Very Good,E,VS2,61.7,58.0,3334,5.9,5.93,3.65,3334000.0
3158,3158,0.78,Ideal,E,VS2,62.0,55.0,3334,5.89,5.95,3.67,3334000.0
3159,3159,0.72,Ideal,H,VVS2,61.6,56.0,3334,5.75,5.77,3.55,3334000.0
3160,3160,0.95,Very Good,H,SI2,59.0,59.0,3335,6.38,6.51,3.77,3335000.0
3161,3161,0.92,Good,D,SI2,57.8,63.0,3335,6.36,6.4,3.69,3335000.0
3162,3162,0.7,Ideal,D,VS1,62.0,57.0,3335,5.69,5.76,3.55,3335000.0
3163,3163,0.94,Premium,H,SI2,61.9,57.0,3335,6.29,6.21,3.87,3335000.0
